name,avg_seed,avg_ht,avg_age,avg_rank,avg_rank_pts,avg_aces,avg_dfs,avg_svps,avg_1stIn,avg_1stWon,avg_2ndWon,avg_SvGms,avg_bpSaved,avg_bpFaced,matchesPlayed
Marc Gicquel,0.873786407767,188.0,31.1342277865,74.7572815534,703.810679612,6.0145631068,2.24757281553,77.2330097087,44.0339805825,31.8737864078,16.5242718447,11.932038835,4.1359223301,6.76699029126,206.0
Tzvetan Mihov,0.0,0.0,19.7015742642,468.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Israel Morales,0.0,0.0,19.9260780288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
James Duckworth,0.0,183.0,22.7655715264,152.589285714,395.875,10.3035714286,3.82142857143,99.3392857143,56.3035714286,40.9642857143,21.5892857143,14.9642857143,5.82142857143,8.91071428571,56.0
Cyril Jacobe,0.0,0.0,27.9896570082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Inam Gul,0.0,0.0,21.2238193018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Andre Agassi,3.31652661064,180.0,32.6902068151,5.35294117647,3023.50140056,5.80392156863,2.52941176471,75.3865546218,46.81232493,34.6946778711,15.6862745098,12.2492997199,3.38655462185,5.17647058824,357.0
Conor Niland,0.0,185.0,27.2630111289,222.407407407,181.814814815,0.518518518519,0.592592592593,10.0,6.37037037037,4.03703703704,1.44444444444,1.51851851852,0.555555555556,1.14814814815,27.0
Anthony Susanto,0.0,0.0,19.6906228611,2031.0,1.0,3.0,6.0,71.0,36.0,21.0,13.0,10.0,3.0,9.0,1.0
Leonardo Ramirez,0.0,0.0,22.7789185489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mitchell Krueger,0.0,0.0,20.4818617385,398.0,109.0,0.0,2.0,54.0,29.0,15.0,16.0,9.0,0.0,4.0,1.0
Tyler Chin,0.0,0.0,21.0075290897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jean Christophe Faurel,0.0,175.0,24.8907141227,175.111111111,236.666666667,3.66666666667,3.33333333333,78.3333333333,47.7777777778,29.7777777778,14.7777777778,11.8888888889,5.11111111111,9.11111111111,9.0
Magloire Yakpa,0.0,0.0,21.28678987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hsien Yin Peng,0.0,0.0,24.0985626283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bruno Rodriguez,0.0,0.0,22.8386949578,500.0,66.8333333333,0.166666666667,0.333333333333,10.8333333333,6.0,4.0,1.66666666667,1.5,1.0,1.66666666667,6.0
Rameez Junaid,0.0,0.0,26.8309377138,373.5,92.0,2.0,4.0,51.5,29.0,19.0,9.0,9.0,2.0,6.0,2.0
David Sanchez,1.20297029703,183.0,24.9209343932,67.4900990099,566.455445545,2.34158415842,2.26237623762,74.5940594059,45.6138613861,29.6683168317,13.7772277228,11.2128712871,4.60396039604,8.12376237624,202.0
Mikal Oliver Statham,0.0,0.0,22.2943189596,788.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Hendrik Dreekmann,0.0,188.0,27.8603696098,428.0,4.5,7.0,6.0,86.5,52.5,37.0,17.5,12.0,5.5,8.0,2.0
John Van Lottum,0.285714285714,185.0,26.4632443532,107.085714286,347.785714286,3.27142857143,3.11428571429,69.4571428571,37.7857142857,25.2857142857,15.0,10.7142857143,4.62857142857,8.1,70.0
Peter Tramacchi,0.0,185.0,29.7275838467,1164.0,2.0,4.0,1.0,61.0,37.0,24.0,7.0,9.0,2.0,6.0,1.0
Andres Weisskopf,0.0,0.0,27.3748574036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Johan Ortegren,0.0,0.0,22.6666666667,395.0,61.0,4.5,2.0,70.0,35.5,26.5,13.0,10.5,7.0,10.5,2.0
Mikhail Filima,0.0,0.0,22.2881587954,806.75,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Frantisek Cermak,0.0,193.0,28.1514579055,401.12,86.96,3.24,3.16,68.0,40.24,26.96,12.84,10.24,4.28,7.32,25.0
Wing Luen Wong,0.0,0.0,21.5970094245,516.0,0.384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Philip Riise Hansen,0.0,0.0,24.8952772074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Petr Kralert,0.0,188.0,20.9815195072,187.75,202.0,4.5,5.75,87.0,54.25,34.5,14.0,13.25,6.5,11.75,4.0
Shane Stone,0.0,0.0,24.6935888661,1374.66666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Jean Julien Rojer,0.0,183.0,22.4024640657,598.714285714,84.7857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Patricio Arquez,0.0,0.0,20.8377823409,266.0,128.0,0.0,1.0,46.0,25.0,9.0,9.0,7.0,1.0,7.0,1.0
Philipp Oswald,0.0,0.0,26.0321697468,485.25,118.5,8.75,6.75,76.25,46.25,31.75,14.5,11.75,4.0,7.25,4.0
F EGYIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Robin Kern,0.0,0.0,18.765229295,731.0,44.6666666667,3.33333333333,5.0,71.0,38.3333333333,25.3333333333,15.6666666667,11.0,5.33333333333,9.33333333333,3.0
Patrick Ciorcila,0.0,0.0,17.582477755,589.0,52.0,0.0,0.0,69.0,45.0,25.0,15.0,11.0,4.0,8.0,1.0
Karol Beck,0.701657458564,180.0,23.8904103373,76.4309392265,595.403314917,5.95027624309,4.11049723757,75.635359116,41.1049723757,29.5635359116,16.0055248619,11.6574585635,4.22651933702,7.45856353591,181.0
Tiago Sousa,0.0,0.0,22.3883185033,962.666666667,5.0,0.666666666667,0.666666666667,25.0,12.6666666667,8.33333333333,6.66666666667,3.66666666667,2.66666666667,3.66666666667,3.0
Shan Jiang,0.0,0.0,20.9418206708,0.0,0.0,0.0,1.0,34.0,27.0,7.0,2.0,6.0,1.0,7.0,1.0
Yu Zhang,0.0,0.0,24.6513595918,584.181818182,8.72727272727,0.181818181818,0.0909090909091,5.90909090909,3.0,1.72727272727,1.18181818182,1.0,0.363636363636,0.909090909091,11.0
Ernests Gulbis,2.39716312057,190.0,23.1255123357,64.6004728132,1032.90070922,8.8061465721,3.81796690307,73.5200945626,44.6524822695,33.6004728132,13.9810874704,11.5744680851,3.76359338061,5.91489361702,423.0
Bohdan Ulihrach,0.356435643564,188.0,27.2035971564,78.797029703,569.346534653,3.0099009901,3.35148514851,70.0099009901,41.9059405941,28.3267326733,13.5940594059,10.7376237624,4.0495049505,7.0,202.0
Leander Paes,0.0,178.0,28.7661419119,264.547619048,109.952380952,1.59523809524,1.54761904762,25.5952380952,15.2142857143,10.2857142857,5.07142857143,3.92857142857,1.16666666667,2.21428571429,42.0
Alejandro Gomez GB42,0.0,0.0,23.9315537303,698.0,34.0,7.0,15.0,93.5,46.0,32.0,20.5,13.0,9.5,14.5,2.0
James Shortall,0.0,0.0,22.1854893908,687.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Lucas Pouille,5.11340206186,0.0,21.7769780619,81.7216494845,977.989690722,6.9381443299,3.47422680412,84.0103092784,46.3298969072,33.4536082474,18.9175257732,12.8453608247,4.53608247423,7.42268041237,97.0
Hiroki Moriya,0.0,0.0,23.6729512787,189.090909091,279.090909091,2.27272727273,3.36363636364,82.7272727273,49.7272727273,31.6363636364,15.0,12.0909090909,5.36363636364,9.45454545455,11.0
Janko Tipsarevic,2.85242718447,180.0,25.6603390416,70.9922330097,1332.06990291,6.31844660194,2.23495145631,70.9339805825,39.9650485437,29.5475728155,16.1689320388,11.1475728155,3.43300970874,5.60582524272,515.0
Kyu Tae Im,0.0,185.0,26.3977254778,390.846153846,137.076923077,0.153846153846,0.153846153846,5.61538461538,3.15384615385,2.0,1.15384615385,0.769230769231,0.153846153846,0.461538461538,13.0
Seanon Williams,0.0,0.0,23.3744010951,0.0,0.0,0.1,1.1,8.5,5.5,3.1,1.2,1.5,0.4,1.2,10.0
Julien Mathieu,0.0,0.0,24.5037645448,981.0,8.0,6.0,1.0,94.0,64.0,42.0,11.0,11.0,9.0,12.0,1.0
Samuel Groth,0.1875,0.0,27.1960700433,109.8125,578.854166667,15.0208333333,4.79166666667,80.53125,48.7708333333,38.1354166667,16.1145833333,12.9479166667,3.53125,5.5625,96.0
Jorge Tejada,0.0,0.0,31.7782340862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Markus Hipfl,0.166666666667,178.0,23.3763689254,102.145833333,422.291666667,2.32291666667,2.33333333333,71.1145833333,46.0208333333,29.4479166667,12.1041666667,10.8541666667,4.27083333333,7.6875,96.0
Franco Ferreiro,0.0,188.0,23.4127310061,206.875,354.375,1.875,2.75,61.25,40.5,27.25,10.25,8.625,3.375,5.375,8.0
Nejc Podkrajsek,0.0,0.0,17.4948665298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Miha Gregorc,0.0,0.0,21.1115674196,579.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Andrei Ciumac,0.0,0.0,26.4736481862,964.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Martin Damm,0.5,188.0,28.122746977,116.071428571,368.0,6.35714285714,3.35714285714,73.4761904762,41.7142857143,30.9761904762,15.7380952381,11.6666666667,4.14285714286,6.66666666667,42.0
Ergun Zorlu,0.0,0.0,25.3415468857,866.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Mait Kunnap,0.0,0.0,21.7718872503,1073.09090909,6.36363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Dusan Lajovic,0.330882352941,180.0,24.5763578532,100.654411765,610.610294118,3.79411764706,1.94852941176,72.5367647059,46.2205882353,31.7426470588,13.6176470588,11.2426470588,3.76470588235,6.27941176471,136.0
Facundo Bagnis,0.0,0.0,25.1321013005,115.333333333,526.888888889,3.94444444444,4.22222222222,77.5833333333,46.8333333333,31.0833333333,14.8888888889,11.9722222222,4.77777777778,8.27777777778,36.0
Mousa Shanan Zayed,0.0,0.0,19.3127994525,1990.0,1.0,0.0,1.5,37.5,23.0,6.5,4.5,6.5,3.0,9.0,2.0
Todd Martin,2.78767123288,198.0,31.8498307596,55.3698630137,735.01369863,10.2191780822,4.22602739726,88.1849315068,54.2534246575,40.9178082192,17.0342465753,13.8698630137,4.20547945205,6.56164383562,146.0
George Kallis,0.0,0.0,20.8021902806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Goncalo Nicau,0.0,0.0,23.9041752225,804.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Davin Russell,0.0,0.0,18.9541409993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Donald Young,0.545454545455,183.0,23.3027787021,110.671936759,640.683794466,3.09486166008,3.75494071146,77.3043478261,46.0790513834,30.9683794466,15.2450592885,11.9604743083,4.52173913043,7.88932806324,253.0
Jonas Froberg,0.0,0.0,19.6112251882,621.0,23.0,5.0,2.5,70.0,42.5,33.0,10.5,11.5,3.5,6.0,2.0
Gabor Jaross,0.0,0.0,23.4250513347,976.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mikhail Ledovskikh,0.0,188.0,22.0817328985,284.235294118,157.941176471,7.88235294118,3.64705882353,64.9411764706,35.4117647059,25.4117647059,11.2941176471,9.52941176471,4.05882352941,7.35294117647,17.0
Artem Sitak,0.0,0.0,26.6099184867,417.454545455,75.4545454545,0.545454545455,0.363636363636,10.5454545455,5.0,3.18181818182,2.36363636364,1.45454545455,0.909090909091,1.54545454545,11.0
Bartlomiej Dabrowski,0.0,0.0,29.252882641,523.153846154,40.1538461538,0.0,0.230769230769,7.61538461538,3.23076923077,1.92307692308,1.84615384615,1.30769230769,0.230769230769,0.846153846154,13.0
Yuki Bhambri,0.0,183.0,21.3802086574,292.242424242,238.242424242,1.21212121212,1.75757575758,31.3636363636,19.696969697,12.4545454545,5.78787878788,5.12121212121,1.54545454545,3.18181818182,33.0
Tomislav Jotovski,0.0,0.0,18.6146475017,1045.33333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Lukas Mugevicius,0.0,0.0,19.1978097194,400.181818182,19.0909090909,0.909090909091,1.0,22.7272727273,12.0909090909,8.0,4.45454545455,3.63636363636,0.909090909091,2.45454545455,11.0
Seong Chan Hong,0.0,0.0,18.4414784394,788.25,50.0,2.5,1.5,65.75,40.75,25.5,11.5,9.75,5.0,8.75,4.0
Chuhan Wang,0.0,0.0,22.7488021903,494.666666667,77.6666666667,2.33333333333,2.66666666667,42.0,24.0,15.6666666667,8.33333333333,6.33333333333,2.0,4.0,3.0
Mark Woodforde,0.0,188.0,34.3909650924,119.7,264.0,2.8,3.2,80.3,47.1,31.5,16.2,12.3,7.0,10.7,10.0
Serge Dakessian,0.0,0.0,21.4045174538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Carl Sundberg,0.0,0.0,18.3696098563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Wei Jen Cheng,0.0,0.0,20.7529089665,1003.09090909,4.27272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Borna Coric,1.40677966102,0.0,18.8093365352,76.5762711864,846.093220339,4.82203389831,2.21186440678,73.5254237288,44.2966101695,31.0338983051,15.0847457627,11.5847457627,3.72881355932,6.36440677966,118.0
John Patrick Smith,0.0,0.0,25.5829609051,166.588235294,335.588235294,6.58823529412,2.29411764706,77.1764705882,47.7058823529,34.0588235294,14.5882352941,12.4117647059,3.94117647059,6.58823529412,17.0
Gerardo Lopez Villasenor,0.0,0.0,0.0,1832.0,1.0,5.0,5.5,71.0,36.5,24.0,18.0,10.5,4.0,7.0,2.0
Ashkan Shokoofi,0.0,0.0,23.3081661665,781.307692308,3.92307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Janne Ojala,0.0,0.0,26.1163586585,515.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Denis Kudla,0.113636363636,180.0,22.0481923962,132.159090909,533.045454545,5.01136363636,3.27272727273,81.4772727273,47.7613636364,32.5,17.125,12.6704545455,4.81818181818,8.15909090909,88.0
Ivan Nedelko,0.0,0.0,25.9014373716,450.0,81.5,0.5,2.0,48.0,24.5,14.0,8.5,8.0,2.5,6.5,2.0
James Sekulov,0.0,180.0,23.5706137349,135.5,201.75,2.58333333333,3.58333333333,72.6666666667,41.6666666667,27.5,13.5,11.25,5.33333333333,9.16666666667,12.0
Nick Kyrgios,6.488,0.0,20.3739466119,48.864,1278.512,12.856,3.216,83.08,54.224,40.96,15.336,13.12,3.384,5.096,125.0
Gael Monfils,6.24837662338,193.0,24.4794350072,34.3555194805,1668.84577922,8.18019480519,3.32142857143,76.974025974,47.5,34.7646103896,14.7126623377,12.1558441558,3.73538961039,6.07467532468,616.0
Navdeep Singh,0.0,0.0,21.5879534565,817.0,15.0,3.0,1.0,78.0,56.0,35.0,15.0,11.0,3.0,5.0,1.0
Helge Koll,0.0,0.0,25.7056810404,376.0,70.0,2.0,0.0,79.0,47.0,30.0,18.0,11.0,3.0,5.0,1.0
Wayne Odesnik,0.0,180.0,23.7136370721,134.247524752,466.752475248,5.12871287129,2.72277227723,82.4257425743,51.0099009901,34.0495049505,15.801980198,12.6831683168,5.12871287129,8.56435643564,101.0
Hector Moretti,0.0,170.0,27.4880219028,228.0,146.0,0.0,2.0,52.0,38.0,19.0,7.0,8.0,2.0,6.0,1.0
Carlos Palencia,0.0,0.0,24.2810860141,604.333333333,34.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Dentry Mortimer,0.0,0.0,18.8049281314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Blaz Kavcic,0.0735294117647,188.0,25.0763175907,120.536764706,521.088235294,3.42647058824,3.27205882353,67.1176470588,42.6838235294,27.9632352941,11.1911764706,10.1985294118,3.90441176471,7.16911764706,136.0
John Millman,0.222222222222,183.0,26.1650315613,103.73015873,613.047619048,4.11111111111,2.0,83.0476190476,52.6984126984,35.5396825397,15.7619047619,13.1904761905,3.73015873016,6.95238095238,63.0
Harsh Mankad,0.0,173.0,23.1880110955,504.473684211,48.3684210526,0.368421052632,0.684210526316,14.7368421053,9.21052631579,6.26315789474,2.63157894737,2.15789473684,0.789473684211,1.36842105263,19.0
Daniel Glancy,0.0,0.0,25.4601870865,817.333333333,21.8333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Mate Pavic,0.0,0.0,19.8959616701,519.846153846,72.9230769231,4.92307692308,2.0,62.3846153846,39.6153846154,26.3076923077,10.4615384615,9.0,3.07692307692,5.38461538462,13.0
Seung Bok Baek,0.0,0.0,27.8110882957,850.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Jamie Murray,0.0,190.0,21.1307323751,1507.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nicolas Devilder,0.197183098592,173.0,27.8757941213,104.943661972,569.507042254,3.70422535211,3.16901408451,80.8028169014,48.2535211268,31.3802816901,15.9014084507,11.8873239437,5.3661971831,8.91549295775,71.0
Michael Leong,0.0,0.0,22.043058926,417.727272727,1.13636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Giorgio Galimberti,0.0,180.0,26.9455989049,162.16,250.28,2.2,3.8,76.64,44.56,28.32,14.6,11.04,4.68,8.4,25.0
Dominik Hrbaty,5.12398373984,183.0,25.9584425413,43.0243902439,1035.34552846,4.60365853659,3.72357723577,72.3292682927,41.7540650407,29.5914634146,15.1341463415,11.2723577236,3.97967479675,6.72764227642,492.0
Luciano Ramazzini,0.0,0.0,19.7882728725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Calvin Hemery,0.0,0.0,21.131644992,321.666666667,156.333333333,6.33333333333,5.33333333333,80.3333333333,48.0,31.3333333333,14.3333333333,13.0,3.33333333333,7.33333333333,3.0
Scott Humphries,0.0,185.0,24.022587269,643.75,21.25,4.25,2.5,73.25,43.0,28.75,12.25,11.25,4.25,8.5,4.0
Andre Sa,0.356589147287,185.0,24.7956321729,97.3410852713,450.240310078,2.60465116279,2.81395348837,73.7984496124,43.8217054264,28.4728682171,14.5968992248,11.2945736434,4.3488372093,7.93023255814,129.0
Diego Veronelli,0.0,193.0,23.9123887748,210.8,175.0,3.4,2.4,71.6,40.6,25.2,14.0,10.0,5.4,9.4,5.0
Bernard Tomic,3.72368421053,193.0,21.1929194135,64.1875,1052.27302632,7.4375,1.65789473684,80.0592105263,53.1414473684,37.9802631579,13.5493421053,12.3453947368,4.03947368421,6.33223684211,304.0
Luis Felipe Noriega,0.0,0.0,19.0499657769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ivaylo Traykov,0.0,188.0,24.9299566507,390.733333333,91.3333333333,0.4,0.333333333333,12.5333333333,7.33333333333,4.93333333333,3.0,1.8,0.466666666667,0.933333333333,15.0
Peter Polansky,0.0,180.0,22.9404517454,261.738095238,252.785714286,2.97619047619,2.28571428571,54.880952381,32.2857142857,21.5,11.119047619,8.5,3.33333333333,5.83333333333,42.0
Ti Chen,0.0,183.0,25.7954493601,301.363636364,149.606060606,0.212121212121,0.151515151515,11.2121212121,8.09090909091,4.93939393939,1.45454545455,1.78787878788,0.636363636364,1.27272727273,33.0
Syrym Abdukhalikov,0.0,0.0,20.2016883413,717.333333333,25.1666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
David Josepa,0.0,0.0,21.9048596852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Wesley Whitehouse,0.0,190.0,27.2325804244,405.8,84.4,8.5,5.1,71.8,38.7,29.0,15.8,11.0,3.1,5.4,10.0
Vladimir Pavicevic,0.0,0.0,25.2329454711,405.333333333,68.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Justin Oneal,0.0,0.0,30.7214236824,748.0,21.0,7.0,3.0,88.0,57.0,42.0,11.0,12.0,4.0,7.0,1.0
Adrian Garcia,0.0,175.0,26.0584631308,179.463414634,249.024390244,2.17073170732,2.46341463415,56.8048780488,33.9024390244,22.6097560976,11.487804878,8.63414634146,3.36585365854,5.85365853659,41.0
Matthew Barton,0.0,0.0,24.4873374401,253.75,212.75,14.625,4.125,98.125,59.625,48.5,18.5,15.25,4.0,5.5,8.0
Chase Buchanan,0.0,0.0,20.7145790554,546.0,159.0,5.0,3.0,96.0,63.5,40.0,12.5,14.0,5.5,11.5,2.0
Jae Sung An,0.0,0.0,21.7303216975,595.6,47.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Slava Dosedel,0.677419354839,183.0,30.0641186991,68.1290322581,589.064516129,1.66129032258,2.59677419355,77.3064516129,51.9677419355,32.8870967742,12.3225806452,11.6935483871,5.3064516129,9.0,62.0
Ricardo Gonzalez Diaz,0.0,0.0,24.4948665298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Marcos Giron,0.0,0.0,21.0773442847,426.0,94.5,3.5,9.0,101.5,69.5,49.0,11.5,13.0,9.0,11.5,2.0
Mohamed Redha Ouahab,0.0,0.0,25.5797399042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mehdi Tahiri,0.0,183.0,27.4061905848,590.5,35.6111111111,0.277777777778,1.05555555556,26.5,17.3333333333,9.44444444444,4.0,3.66666666667,1.44444444444,3.27777777778,18.0
Juan Balcells,0.547619047619,190.0,25.9402235911,87.7142857143,451.119047619,5.0,1.9880952381,76.7976190476,55.0238095238,37.4166666667,11.3928571429,11.9642857143,4.44047619048,6.85714285714,84.0
Manuel Castellanos,0.0,0.0,19.5701574264,0.0,0.0,0.0,4.0,53.0,36.0,19.0,5.0,7.0,4.0,9.0,1.0
Gyorgy Balazs,0.0,0.0,21.5819301848,595.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Soong Jae Cho,0.0,0.0,20.1916495551,746.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Salvador Andres Bolanos,0.0,0.0,15.7193702943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Sascha Kloer,0.0,0.0,23.7152635181,495.0,100.0,2.0,4.0,93.0,61.0,38.0,16.0,11.0,8.0,10.0,1.0
Denis Golovanov,0.0,188.0,23.4360027379,333.2,141.8,3.0,4.0,67.6,35.4,23.4,12.4,10.0,4.8,9.0,5.0
Jose Baires,0.0,0.0,20.1560574949,1162.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Andrej Kracman,0.0,0.0,19.6260552133,518.75,33.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
James Auckland,0.0,0.0,26.4832306639,414.0,74.0,11.6666666667,3.0,73.0,44.6666666667,33.6666666667,16.6666666667,11.6666666667,2.66666666667,3.66666666667,3.0
Stefano Cobolli,0.0,175.0,23.394934976,400.0,61.0,0.0,3.0,46.0,33.0,19.0,5.0,9.0,2.0,6.0,1.0
Timo Fleischfresser,0.0,0.0,21.3004791239,566.0,28.0,0.0,1.0,51.0,21.0,9.0,11.0,7.0,2.0,8.0,1.0
Evgeny Kirillov,0.0,0.0,21.0787132101,610.5,60.0,3.5,2.0,56.5,31.0,18.0,11.5,8.5,1.5,5.5,2.0
Michael Lai,0.0,0.0,20.5085557837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Bruno Britez,0.0,0.0,18.3846680356,0.0,0.0,2.66666666667,5.0,92.6666666667,64.6666666667,42.6666666667,13.0,14.3333333333,8.0,12.3333333333,3.0
Martin Sayer,0.0,0.0,22.4428473648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Soren Hess Olesen,0.0,0.0,26.0588637919,0.0,0.0,3.0,2.5,94.0,60.0,40.0,19.0,14.5,5.0,9.0,2.0
Tomas Zib,0.30534351145,178.0,28.3483967376,101.427480916,407.022900763,3.34351145038,1.86259541985,70.465648855,41.5038167939,27.8167938931,14.2748091603,10.7633587786,4.06106870229,7.16030534351,131.0
Andrey Kuznetsov,0.689655172414,185.0,23.5678916189,96.4344827586,670.324137931,4.91034482759,2.80689655172,75.9034482759,43.7931034483,31.1655172414,15.9793103448,11.924137931,3.96551724138,6.80689655172,145.0
Predrag Rusevski,0.0,0.0,24.3219712526,566.0,69.8666666667,0.0666666666667,0.133333333333,5.53333333333,3.86666666667,2.33333333333,1.06666666667,0.866666666667,0.666666666667,0.866666666667,15.0
Alex Diaz,0.0,0.0,18.1546885695,0.0,0.0,0.666666666667,1.33333333333,24.0,12.3333333333,5.0,5.0,3.66666666667,2.66666666667,5.33333333333,3.0
Loic Didavi,0.0,0.0,25.749486653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mose Navarra,0.0,180.0,27.0718685832,285.666666667,133.0,0.666666666667,2.33333333333,23.6666666667,12.6666666667,10.3333333333,4.66666666667,3.33333333333,1.0,1.33333333333,3.0
Doug Bohaboy,0.0,0.0,26.0123203285,283.0,104.0,3.0,0.0,42.0,29.0,14.0,7.0,8.0,1.0,5.0,1.0
Werner Eschauer,0.555555555556,188.0,31.5711207443,107.407407407,428.722222222,5.03703703704,3.09259259259,79.5,46.1296296296,31.5925925926,16.1296296296,12.0740740741,4.2962962963,7.59259259259,54.0
Sebastian Moreno,0.0,0.0,18.2368240931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Lars Poerschke,0.0,0.0,25.1471594798,459.0,101.5,8.5,4.5,79.0,46.5,35.5,14.0,11.0,6.0,8.5,2.0
Chris Brandi,0.0,0.0,28.5420944558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Yshai Oliel,0.0,0.0,17.0704996578,928.0,14.0,0.0,1.5,55.5,37.5,15.5,6.5,9.0,4.0,10.5,2.0
Photos Kallias,0.0,0.0,23.993260675,605.538461538,48.1538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Rogelio Siller,0.0,0.0,17.7248459959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Johnny Arcilla,0.0,0.0,26.4558521561,50.5172413793,0.0689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
