name,avg_seed,avg_ht,avg_age,avg_rank,avg_rank_pts,avg_aces,avg_dfs,avg_svps,avg_1stIn,avg_1stWon,avg_2ndWon,avg_SvGms,avg_bpSaved,avg_bpFaced,matchesPlayed
Jose Antonio Velazquez,0.0,0.0,19.022587269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Joao Cunha Silva,0.0,173.0,32.1779603012,288.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Scott Barron,0.0,0.0,26.1382614647,412.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Clement Reix,0.0,0.0,28.9418206708,502.0,64.0,12.5,1.5,89.0,59.5,42.0,13.5,12.0,8.5,10.5,2.0
Lofo Ramiaramanana,0.0,0.0,23.7207392197,534.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Haithem Abid,0.0,0.0,21.7026694045,674.3,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Didac Perez,0.0,178.0,21.6947296372,249.714285714,168.142857143,1.85714285714,4.14285714286,75.5714285714,47.4285714286,30.0,12.2857142857,12.1428571429,3.85714285714,8.85714285714,7.0
Alex Obrien,0.0,185.0,30.5544147844,217.363636364,166.727272727,6.09090909091,2.72727272727,93.9090909091,62.1818181818,42.6363636364,15.7272727273,14.0,6.45454545455,9.90909090909,11.0
Devin Britton,0.0,193.0,18.5671914214,1404.0,3.33333333333,8.0,4.33333333333,85.3333333333,51.6666666667,34.3333333333,13.6666666667,12.0,4.66666666667,8.33333333333,3.0
Aqeel Khan,0.0,0.0,28.1868347141,457.931034483,14.7413793103,0.0862068965517,0.155172413793,3.1724137931,1.81034482759,1.27586206897,0.706896551724,0.48275862069,0.241379310345,0.362068965517,58.0
Peter Bertran,0.0,0.0,17.7919233402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Nemanja Kontic,0.0,0.0,27.947980835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Christophe Pognon,0.0,0.0,22.9377138946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Andreas Fasching,0.0,0.0,19.5592060233,700.0,16.0,0.0,2.0,59.0,45.0,28.0,5.0,9.0,2.0,5.0,1.0
Sultan Khalfan,0.0,0.0,26.2952315765,435.5,1.0,0.666666666667,4.16666666667,62.5,34.5,19.0,10.1666666667,8.66666666667,6.0,11.1666666667,6.0
Sergio Ramirez,0.0,0.0,19.9123887748,934.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
James Ward,0.1,190.0,25.8923340178,199.6125,312.9125,5.3375,2.45,64.075,38.7,27.275,12.4125,9.9375,3.475,5.825,80.0
Nicolas Massu,2.50743099788,183.0,24.8197741418,60.1061571125,795.59447983,4.01486199575,2.69002123142,70.1464968153,41.1825902335,28.4989384289,14.4819532909,10.6560509554,4.16560509554,6.7898089172,471.0
Robert Kendrick,0.0,190.0,27.77147426,121.991150442,470.672566372,9.57522123894,4.30973451327,80.9646017699,47.2566371681,34.9557522124,15.9734513274,12.5044247788,4.28318584071,6.99115044248,113.0
Martin Spottl,0.0,180.0,24.1793292266,96.5,92.0,4.5,2.5,64.0,24.5,17.5,20.5,10.0,1.0,3.5,2.0
Alberto Brause,0.0,0.0,24.521560575,1136.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Adrian Ungur,0.938461538462,178.0,28.3266466593,137.6,435.938461538,1.6,2.38461538462,51.0769230769,31.3846153846,20.2307692308,9.32307692308,7.70769230769,3.04615384615,5.49230769231,65.0
Paolo Lorenzi,0.936274509804,183.0,32.173437479,73.8774509804,731.955882353,3.52450980392,2.47549019608,72.7549019608,42.5441176471,29.0784313725,14.5980392157,11.2058823529,4.0,7.08823529412,204.0
Alberto Emmanuel Alvarado Larin,0.0,0.0,19.9009810632,0.0,0.0,0.333333333333,1.66666666667,33.5,22.8333333333,11.0,5.0,4.5,2.0,4.66666666667,6.0
Chris Numbers,0.0,0.0,30.5023956194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Joji Miyao,0.0,0.0,20.3052703628,1211.0,3.0,0.0,3.5,20.0,9.0,3.5,2.5,3.0,1.5,4.5,2.0
Kim Tiilikainen,0.0,180.0,26.7055441479,335.2,98.0,0.0,1.2,23.0,16.2,6.8,2.8,3.0,1.4,3.6,5.0
Sargis Sargsian,0.725225225225,180.0,29.2954227328,72.9954954955,551.797297297,4.07657657658,3.17567567568,75.5225225225,45.9279279279,31.1981981982,14.3873873874,11.7927927928,4.08558558559,7.2972972973,222.0
Harel Levy,1.16556291391,185.0,24.506792499,124.536423841,443.609271523,3.13245033113,1.5298013245,58.1854304636,33.8675496689,23.2582781457,11.4437086093,8.90066225166,3.54304635762,6.04635761589,151.0
Thomas Enqvist,3.98507462687,190.0,28.0811956644,39.1194029851,1208.35074627,7.68656716418,5.01865671642,78.8470149254,42.1343283582,31.6865671642,18.3395522388,12.2947761194,3.97388059701,6.51865671642,268.0
Jonathan Stark,0.0,188.0,29.5578370979,683.0,43.0,7.0,4.5,64.5,37.5,30.0,14.0,11.5,2.5,5.0,2.0
Micke Kontinen,0.0,0.0,20.4487033235,676.888888889,45.2222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Cristiano Caratti,0.0,178.0,30.9497183173,161.384615385,142.538461538,3.15384615385,2.46153846154,79.3076923077,49.3846153846,31.5384615385,14.4615384615,12.2307692308,4.92307692308,9.0,13.0
Patrik Langvardt,0.0,0.0,29.8015058179,208.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Petros Chrysochos,0.0,0.0,18.2474332649,341.25,0.75,0.625,1.25,36.125,21.25,14.375,6.875,5.75,2.125,4.0,8.0
Eduardo Rincon,0.0,0.0,24.3816563997,751.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Xavier Malisse,2.32015065913,185.0,26.1046441632,64.1111111111,770.468926554,6.69303201507,2.10922787194,73.9736346516,42.1807909605,30.8757062147,16.2278719397,11.7608286252,3.77589453861,6.29755178908,531.0
Alexander Shvec,0.0,0.0,29.4930412959,514.333333333,76.0,0.5,0.333333333333,11.6666666667,7.16666666667,4.16666666667,2.33333333333,2.0,0.333333333333,1.16666666667,6.0
Ivo Minar,0.134615384615,183.0,23.2026799347,103.307692308,499.923076923,5.07692307692,2.27884615385,73.6826923077,43.25,29.7596153846,15.2307692308,11.3365384615,3.72115384615,6.66346153846,104.0
Henry Estrella,0.0,0.0,20.7145790554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Janis Podzus,0.0,0.0,20.6192105864,878.666666667,21.3333333333,1.5,0.5,13.5,7.0,4.33333333333,2.5,2.16666666667,1.0,2.0,6.0
Vitaliy Pavlov,0.0,0.0,21.916495551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ville Liukko,0.0,173.0,26.0485968515,270.375,140.375,1.5,2.625,40.75,19.875,13.25,11.25,6.5,1.5,3.125,8.0
Evghenii Plugariov,0.0,0.0,21.5474332649,1050.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Jesse Huta Galung,0.266666666667,188.0,25.7416989885,177.222222222,359.155555556,4.6,2.62222222222,48.2666666667,26.4,19.1777777778,9.88888888889,7.42222222222,2.57777777778,4.66666666667,45.0
Mauricio Hadad,0.0,170.0,29.0015058179,225.0,91.8,1.0,2.2,64.2,36.0,22.2,14.0,9.8,4.6,8.0,5.0
Cesar Ramirez,0.0,0.0,21.0570985986,520.842105263,60.8421052632,0.210526315789,0.315789473684,7.31578947368,5.31578947368,2.68421052632,0.631578947368,1.10526315789,0.736842105263,1.47368421053,19.0
Jordi Samper Montana,0.0,0.0,26.1327857632,216.0,249.0,2.0,0.0,146.0,98.0,55.0,24.0,18.0,10.0,17.0,1.0
Mariano Puerta,1.64071856287,180.0,24.1415485251,61.0958083832,861.149700599,3.59880239521,1.95808383234,69.5149700599,45.3353293413,31.4371257485,12.4850299401,11.0898203593,3.5628742515,6.02994011976,167.0
Michael Brown B395,0.0,175.0,31.217522245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Michal Przysiezny,0.219047619048,185.0,27.6104950947,177.133333333,426.904761905,5.64761904762,2.74285714286,65.1428571429,38.0761904762,27.2095238095,13.0666666667,9.91428571429,3.68571428571,6.08571428571,105.0
Kamil Capkovic,0.0,0.0,18.7433264887,370.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Daniil Medvedev,0.0,0.0,20.6838542855,140.388888889,485.611111111,5.94444444444,2.44444444444,75.3333333333,44.5555555556,31.3333333333,15.0,11.1666666667,3.88888888889,6.55555555556,18.0
John Paul Fruttero,0.0,185.0,24.4079397673,205.0,185.0,8.0,9.0,116.0,70.0,48.0,23.0,15.0,8.0,10.0,1.0
Eddy Gonzalez Gonzalez,0.0,0.0,22.1373488478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Rok Jarc,0.0,0.0,20.0967373945,680.0,27.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Marinko Matosevic,0.459119496855,194.0,27.8240026862,84.6540880503,656.597484277,4.32704402516,2.79245283019,75.9308176101,45.3333333333,30.7421383648,14.7547169811,11.4842767296,4.38993710692,7.50314465409,159.0
Horacio Zeballos,1.19254658385,188.0,27.4271940005,74.1677018634,727.658385093,5.7950310559,2.50310559006,77.9192546584,48.1552795031,33.9627329193,15.0807453416,11.9937888199,4.19254658385,6.76397515528,161.0
Yaoki Ishii,0.0,0.0,23.3575176819,225.888888889,119.555555556,0.444444444444,1.77777777778,25.3333333333,14.8888888889,9.22222222222,5.0,3.88888888889,1.77777777778,3.22222222222,9.0
Jonathan Dasnieres De Veigy,0.0,0.0,24.547113849,235.5,215.666666667,3.66666666667,2.33333333333,84.0,57.1666666667,36.5,10.6666666667,12.5,5.5,10.1666666667,6.0
Rodrigo Senattore,0.0,0.0,19.9269906457,1155.33333333,7.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Tim Van Rijthoven,0.0,0.0,18.8596851472,762.0,71.0,5.5,2.0,49.5,27.5,21.0,9.0,7.0,4.0,5.5,2.0
Asim Shafik,0.0,0.0,26.482318047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Dias Doskarayev,0.0,0.0,17.6815879534,584.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Jimy Szymanski,0.0,175.0,26.2613126474,339.0,116.888888889,0.0,0.0555555555556,3.0,2.05555555556,1.0,0.333333333333,0.444444444444,0.222222222222,0.5,18.0
Luis Horna,1.32967032967,180.0,24.508678636,76.6080586081,571.714285714,4.2380952381,2.42490842491,67.3992673993,45.3846153846,31.5384615385,10.9230769231,10.4358974359,3.41025641026,5.62637362637,273.0
Christian Vinck,0.0,183.0,25.3715152524,126.108108108,261.108108108,3.59459459459,3.37837837838,82.1351351351,50.6756756757,33.1891891892,15.6756756757,12.5945945946,5.43243243243,9.02702702703,37.0
Sergio Roitman,0.166666666667,185.0,27.9655487109,94.9166666667,495.297619048,2.86904761905,1.64285714286,74.7142857143,47.7857142857,30.5,12.4285714286,11.3571428571,4.7380952381,8.45238095238,84.0
Mark Knowles,0.0,190.0,29.6714579055,384.642857143,73.3571428571,0.214285714286,0.785714285714,9.71428571429,5.5,3.14285714286,2.14285714286,1.5,0.357142857143,1.0,14.0
Haydn Lewis,0.0,0.0,28.4389687429,174.888888889,3.66666666667,0.555555555556,1.33333333333,12.1111111111,6.44444444444,4.77777777778,2.0,1.77777777778,0.777777777778,1.44444444444,9.0
Denis Gremelmayr,0.0,183.0,26.7826407955,121.573033708,460.662921348,3.95505617978,2.6404494382,74.6179775281,42.7752808989,28.2471910112,15.606741573,11.3707865169,4.8202247191,8.21348314607,89.0
Demetrios Leontis,0.0,0.0,30.6119096509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Michael Ray Pallares Gonzalez,0.0,0.0,23.3045859001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Marwan Zewar,0.0,0.0,20.4928131417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Andres Molteni,0.0,0.0,25.4387405886,258.5,181.5,0.5,1.5,37.5,21.5,10.5,5.0,7.0,2.0,6.5,2.0
Farrukh Dustov,0.525,196.0,24.8223819302,293.325,207.05,0.675,0.7,17.6,12.6,8.025,1.85,2.575,0.975,1.9,40.0
Rodrigo Gabriel,0.0,0.0,17.7330595482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Julian Alonso,0.0,185.0,22.7917653873,121.538461538,332.153846154,4.15384615385,4.92307692308,75.0,42.3076923077,28.1538461538,14.8461538462,11.3846153846,4.76923076923,8.61538461538,13.0
Philipp Petzschner,0.857142857143,185.0,26.164466608,95.6326530612,706.066326531,7.0306122449,3.05612244898,78.5816326531,43.556122449,32.2448979592,17.4540816327,12.2653061224,3.74489795918,6.39285714286,196.0
Samir Iftikhar,0.0,0.0,22.1099703399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Austen Childs,0.0,0.0,21.3607118412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Abdullah Maqdas,0.0,0.0,22.5473540113,1160.89473684,12.8947368421,0.263157894737,0.210526315789,16.6315789474,13.0,7.84210526316,1.73684210526,2.42105263158,1.0,1.73684210526,19.0
Lazar Magdincev,0.0,0.0,26.8168834132,480.866666667,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Martin Garcia,0.0,190.0,23.8475929728,269.666666667,3.33333333333,1.0,5.66666666667,53.3333333333,32.3333333333,21.6666666667,8.66666666667,8.66666666667,5.33333333333,8.33333333333,3.0
Jonathan Igbinovia,0.0,0.0,26.3572895277,1106.66666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Sam Warburg,0.0,190.0,24.3310974219,209.533333333,220.333333333,5.0,3.0,78.0,52.5333333333,34.7333333333,13.3333333333,12.3333333333,3.8,6.86666666667,15.0
Luca Vanni,0.0,0.0,30.1887748118,128.95,441.55,9.8,2.8,81.8,46.95,34.9,17.75,12.95,3.35,5.9,20.0
Jonathan Marray,0.0,0.0,23.8736025554,302.25,121.166666667,5.91666666667,6.08333333333,90.8333333333,57.75,40.9166666667,16.5833333333,14.25,4.41666666667,7.41666666667,12.0
Aditya Hari Sasongko,0.0,0.0,25.2881587953,967.8,2.1,1.4,1.8,29.4,20.4,12.2,3.4,4.8,1.9,4.1,10.0
Paradorn Srichaphan,4.21531100478,185.0,24.4945030113,40.995215311,998.755980861,5.64832535885,3.11483253589,69.3349282297,39.3588516746,28.7631578947,15.514354067,10.9043062201,3.31578947368,5.55980861244,418.0
Marin Cilic,6.199669967,198.0,23.3248848499,33.3415841584,2000.02310231,8.3597359736,2.6303630363,76.3663366337,42.6204620462,32.4438943894,17.8300330033,12.1749174917,3.58085808581,5.59570957096,606.0
Daniel Cox,0.0,170.0,21.9099247091,249.2,196.2,4.6,4.8,80.4,50.0,31.2,14.8,12.4,6.2,10.8,5.0
Jaan Kononov,0.0,0.0,20.4955509925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Yann Marti,0.0,173.0,25.3963039014,374.714285714,149.857142857,1.71428571429,4.85714285714,88.8571428571,49.5714285714,30.7142857143,18.4285714286,12.0,8.28571428571,12.8571428571,7.0
Christopher Koutrouzas,0.0,0.0,21.4848277435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Ouassel Hared,0.0,0.0,35.1882272416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Diego Ayala,0.0,175.0,24.2272416153,1223.0,2.0,9.0,3.0,62.0,29.0,24.0,14.0,10.0,1.0,3.0,1.0
Elias Ymer,0.0,0.0,19.246713399,216.103448276,291.482758621,3.24137931034,3.06896551724,72.4137931034,42.0,28.1034482759,14.4482758621,10.8620689655,4.34482758621,7.51724137931,29.0
Marek Marksoo,0.0,0.0,19.7344284736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Anoosha Shahgholi,0.0,0.0,24.4697829851,745.411764706,4.05882352941,0.0588235294118,0.117647058824,4.47058823529,3.47058823529,1.94117647059,0.294117647059,0.647058823529,0.411764705882,0.764705882353,17.0
Andrew Anderson,0.0,193.0,25.8234086242,1564.0,2.0,1.0,2.0,62.0,41.0,22.0,9.0,9.0,5.0,10.0,1.0
Bing Chao Lin,0.0,180.0,26.3737166325,1032.66666667,4.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Mathieu Rodrigues,0.0,0.0,25.864476386,275.0,173.0,2.5,3.0,82.5,42.5,29.0,18.0,11.5,7.5,11.0,2.0
Alexander Ward,0.0,0.0,25.1635865845,290.333333333,177.333333333,4.66666666667,2.66666666667,90.0,57.6666666667,38.6666666667,14.0,12.6666666667,6.66666666667,10.3333333333,3.0
Tucker Vorster,0.0,0.0,27.2689938398,360.857142857,127.714285714,2.14285714286,0.857142857143,41.5714285714,26.5714285714,19.7142857143,10.1428571429,7.42857142857,1.57142857143,2.0,7.0
Tomas Behrend,0.214285714286,193.0,28.6343258042,107.767857143,350.892857143,3.77678571429,3.84821428571,74.1696428571,44.5982142857,30.0089285714,13.5446428571,11.3482142857,4.54464285714,8.04464285714,112.0
Vincenzo Santopadre,0.0,183.0,30.1250285193,192.333333333,206.666666667,3.16666666667,1.16666666667,56.5,35.8333333333,23.8333333333,9.5,8.66666666667,2.5,5.0,6.0
Oscar Serrano,0.0,173.0,23.1478439425,178.125,214.125,1.5,3.875,68.75,37.625,23.375,14.125,11.0,4.25,8.75,8.0
Abdelhak Hameurlaine,0.0,0.0,34.9372575861,778.5,3.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Rik De Voest,0.0,180.0,28.0956692179,175.295454545,297.238636364,2.56818181818,1.21590909091,49.875,30.125,20.5454545455,9.59090909091,7.40909090909,2.94318181818,4.875,88.0
Ben Ellwood,0.0,178.0,26.3216974675,827.0,11.0,1.0,10.0,67.0,46.0,30.0,7.0,12.0,0.0,5.0,1.0
Chris Guccione,0.0545454545455,201.0,22.3334951154,171.381818182,383.472727273,12.6,2.85454545455,73.4181818182,44.0636363636,34.6,15.1181818182,11.5545454545,3.30909090909,4.88181818182,110.0
Ramkumar Ramanathan,0.0,0.0,21.1809263062,275.333333333,203.2,6.46666666667,4.06666666667,74.0666666667,41.3333333333,29.3333333333,15.2,11.3333333333,3.86666666667,6.73333333333,15.0
Rodrigo Rappaccioli,0.0,0.0,19.7727583847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Theodoros Angelinos,0.0,0.0,27.6954140999,528.0,67.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Blaz Rola,0.0,0.0,23.9916098121,127.709677419,499.806451613,4.03225806452,3.22580645161,75.6129032258,48.3548387097,33.2580645161,13.0322580645,11.1290322581,4.45161290323,7.12903225806,31.0
Andrei Daescu,0.0,0.0,23.5947980835,680.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gabriel Montilla,0.0,0.0,24.5653661875,902.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Edgardo Massa,0.0,180.0,23.9150125485,250.583333333,211.708333333,3.0,3.0,76.6666666667,44.9166666667,30.125,16.0416666667,11.625,5.08333333333,8.29166666667,24.0
Gustavo Ramirez,0.0,0.0,21.4483230664,691.727272727,2.09090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Dusan Vemic,0.0,190.0,29.1125814384,321.666666667,119.111111111,6.59259259259,3.22222222222,61.7407407407,39.1851851852,27.2962962963,11.9259259259,9.81481481481,3.14814814815,5.18518518519,27.0
Maximilian Marterer,0.0,0.0,20.4407939767,284.25,178.5,4.0,3.25,69.25,43.75,29.0,11.5,10.75,3.0,6.5,4.0
Ivo Lagzdins,0.0,0.0,19.75633128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Justin Lunn,0.0,0.0,25.620807666,0.0,0.0,1.0,1.0,48.0,25.0,15.0,6.0,7.0,3.0,8.0,1.0
Pedro Cachin,0.0,0.0,21.0184804928,242.0,214.0,5.0,3.0,84.0,48.0,33.0,19.0,15.0,2.0,6.0,1.0
David Sherwood,0.0,193.0,24.532238193,320.0,123.8,2.4,2.0,33.8,17.2,12.4,9.2,5.6,1.4,2.6,5.0
Julien Jeanpierre,0.0,188.0,24.2666666666,170.2,233.6,3.4,4.2,93.4,61.2,41.2,14.8,14.2,7.6,11.2,5.0
Purav Raja,0.0,0.0,21.7960301164,907.0,11.0,1.0,9.0,78.0,28.0,21.0,19.0,9.0,7.0,11.0,1.0
Seung Hoon Lee,0.0,0.0,21.4811772758,820.666666667,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Hernando Jose Escurra Isnardi,0.0,0.0,0.0,0.0,0.0,2.0,3.0,58.0,34.0,19.0,8.0,9.0,1.0,6.0,1.0
Mohamed Wafa,0.0,0.0,24.4079397673,1138.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sergio Gutierrez Ferrol,0.0,0.0,22.8425735797,488.0,76.5,7.25,3.25,61.25,30.25,23.5,12.75,9.75,3.0,5.75,4.0
Marcin Matkowski,0.0,188.0,24.6403148529,760.125,6.875,0.625,1.75,16.0,6.125,3.25,3.125,2.375,1.0,2.875,8.0
Gabriel Flores Ruiz,0.0,0.0,20.3427789185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Mohammed Noor Noordin,0.0,0.0,20.521560575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Jeff Salzenstein,0.0,185.0,29.9829439296,218.189189189,233.648648649,8.78378378378,4.83783783784,79.7837837838,48.027027027,35.5135135135,14.3783783784,12.1081081081,5.05405405405,7.83783783784,37.0
Fritz Wolmarans,0.0,0.0,25.2197125257,451.5,94.125,6.125,1.25,25.75,18.25,13.875,4.0,4.5,1.0,1.625,8.0
Jesse Witten,0.0,178.0,25.6840271296,245.818181818,194.363636364,6.18181818182,4.81818181818,94.2727272727,49.8181818182,34.0909090909,22.1818181818,15.1818181818,4.81818181818,9.45454545455,11.0
Mohammed Fawzy,0.0,0.0,19.4277891855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Daniel Windahl,0.0,0.0,19.6112251882,930.0,16.0,1.0,2.0,65.0,40.5,17.5,9.5,9.5,6.0,13.5,2.0
Franco Squillari,2.79611650485,183.0,26.2447585442,55.9514563107,837.82038835,3.60194174757,4.61650485437,73.4757281553,40.7912621359,28.3009708738,15.8058252427,11.1699029126,4.40776699029,7.36893203883,206.0
Francisco Cabello,0.0,190.0,27.6303901437,291.0,102.0,0.0,2.0,40.0,18.0,8.0,8.0,7.0,3.0,8.0,1.0
Louis Vosloo,0.0,178.0,24.2464065708,211.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Ali Ismaeel,0.0,0.0,19.6810403833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Stefan Wauters,0.0,0.0,24.0602327173,212.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jordi Munoz Abreu,0.0,0.0,26.2965092402,1172.6,7.4,0.4,5.0,62.8,39.4,24.0,9.4,9.0,5.6,9.2,5.0
Gwinyai Chingoka,0.0,0.0,20.7748117728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Attila Savolt,0.0,183.0,26.0842818634,111.75308642,387.913580247,4.53086419753,3.64197530864,69.2592592593,38.1111111111,27.2098765432,14.5185185185,10.8148148148,4.14814814815,7.22222222222,81.0
Marcin Gawron,0.0,0.0,22.7624914442,362.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Oscar Ortiz,0.0,183.0,27.7453798768,626.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Victor Estrella,0.90977443609,173.0,32.5441118196,193.977443609,543.736842105,2.30827067669,1.55639097744,49.1052631579,31.7744360902,21.2781954887,8.74436090226,7.54887218045,2.67669172932,4.56390977444,133.0
Zsolt Tatar,0.0,0.0,20.6954140999,716.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sebastian Decoud,0.0,178.0,27.2607802875,224.25,277.75,3.25,2.25,80.75,56.25,36.5,10.875,12.125,5.5,9.125,8.0
Rudolfs Mednis,0.0,0.0,18.1827515401,386.0,0.5,4.5,4.0,59.5,33.25,24.25,13.0,7.75,4.75,6.0,4.0
Woong Sun Jun,0.0,190.0,20.6400348454,438.818181818,84.0,1.09090909091,0.863636363636,23.4545454545,13.4545454545,9.63636363636,4.36363636364,3.63636363636,1.5,2.59090909091,22.0
Alexandre Simoni,0.727272727273,188.0,22.3434343434,130.454545455,329.666666667,6.06060606061,4.09090909091,67.7272727273,38.4848484848,27.6363636364,14.4545454545,10.4545454545,3.81818181818,6.27272727273,33.0
Sergey Makashin,0.0,0.0,23.4843714351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Adrian Bohane,0.0,0.0,22.9952087611,1416.0,1.0,1.0,3.0,71.0,38.0,28.0,15.0,13.0,4.0,7.0,1.0
Ryan Shane,0.0,0.0,21.3771389459,1410.0,3.0,17.0,13.0,119.0,60.0,47.0,20.0,17.0,4.0,11.0,1.0
Ricardo Mello,0.757961783439,175.0,26.3663924456,105.184713376,488.280254777,2.31847133758,2.2101910828,67.0955414013,42.5987261146,27.6687898089,12.5095541401,10.4140127389,3.91719745223,6.85987261146,157.0
Franco Skugor,0.0,193.0,25.5476061818,265.842105263,225.421052632,3.78947368421,2.21052631579,79.3157894737,46.3684210526,32.0526315789,15.2105263158,11.6842105263,4.36842105263,7.63157894737,19.0
Thomas Jun Facchini Takemoto,0.0,0.0,17.4236824093,0.0,0.0,1.0,3.0,54.0,33.0,23.0,9.0,9.0,3.0,6.0,1.0
Brian Macphie,0.0,180.0,27.7618069815,419.0,59.0,13.0,2.0,70.5,40.5,28.5,17.5,11.5,5.0,7.0,2.0
Akira Santillan,0.0,0.0,19.2525667352,263.5,196.5,3.0,2.0,56.0,30.5,19.5,13.0,9.0,3.0,6.0,2.0
George Tsivadze,0.0,0.0,23.6167008898,836.5,21.0,0.5,5.5,85.0,50.0,27.0,10.5,12.5,3.5,10.5,2.0
