name,avg_seed,avg_ht,avg_age,avg_rank,avg_rank_pts,avg_aces,avg_dfs,avg_svpts,avg_1stIn,avg_1stWon,avg_2ndWon,avg_SvGms,avg_bpSaved,avg_bpFaced,hand,wfactor
Evgeny Donskoy,0.291520103764,185.0,23.3835358185,137.172984381,519.904518173,5.05049712508,2.23331602249,78.037554927,44.8677506744,31.7020858832,16.5620054264,12.0290811958,4.39683456437,7.23586254873,1,17.1624349646
Talal Ouahabi,0.0,0.0,28.1369686195,401.985455283,6.10279739208,1.12887682446,1.69331523669,36.6884967949,24.2708517259,12.4176450691,5.07994571007,4.51550729784,3.95106888561,6.77326094676,1,2.64302475756
Pierre Ludovic Duclos,0.0,0.0,25.4722012099,312.13009125,141.501355576,3.91026571453,2.73261600898,71.9966931723,44.1577822872,29.8072842792,13.6778151571,10.7425497181,4.84553115349,7.54321372889,2,1.21686482894
Dustin Brown,0.0,196.0,27.6807627773,138.787348953,483.366367676,10.4901574448,4.51842007642,88.6685195915,52.5788446853,39.59980296,17.2546667778,13.431815014,4.67179402767,7.2192062377,1,25.9116287481
Carlos Salamanca,0.0,196.0,22.6434306017,522.255273878,89.9678837255,0.271862597565,0.135931298782,2.07295230643,1.29134733843,0.84957061739,0.30584542226,0.30584542226,0.135931298782,0.271862597565,2,5.9411340818
Robin Vik,0.294859693091,183.0,25.9808573193,88.9370053264,489.221365568,3.73508924358,3.74414974121,77.8047049725,48.8024623334,32.1932855738,12.5238648745,11.9939786472,4.45091934939,8.52426304965,1,50.8716530318
Kasparas Zemaitelis,0.0,0.0,17.4893908282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.201896517995
Mohammad Ghareeb,0.0,0.0,24.467741117,540.151665761,32.5360203811,1.17626897785,0.758702851885,14.11918126,7.72582274716,5.51890887332,3.06329313516,2.11609179454,0.86750226008,1.43341239558,1,33.8133183539
Guillermo Garcia Lopez,1.44858552412,188.0,25.2676846086,73.7923051508,676.823022627,3.34621391121,3.72633590886,78.0106215518,47.1525583482,32.0535668153,14.9199958317,11.939492432,4.45422633803,7.64286965973,1,239.098260751
Nicolas Escude,4.17291872174,185.0,25.3752336094,33.8121494612,910.838510377,6.3413645548,3.39738072305,72.2257366923,39.8346611393,29.453902452,16.3933085353,11.3681204105,3.58168547405,5.9590185575,1,420.106750922
David Caldwell,0.0,180.0,26.1711156742,1028.0,4.0,3.0,3.0,96.0,73.0,43.0,10.0,14.0,11.0,16.0,1,2.71828182846
Jean Andersen,0.0,0.0,25.2371264202,805.267430282,19.1993359892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.367195406216
Fabio Fognini,2.38853009705,178.0,23.6958662746,73.5583562443,927.10383103,2.93500668175,3.74957701917,75.8757635447,44.0694677085,29.4738917646,14.9099773899,11.4305251157,4.3438728194,7.83845900726,1,135.424931343
Rolando Ruel,0.0,0.0,22.6507147266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6.92838835456
Patrick Chucri,0.0,0.0,21.8726732394,505.538531351,0.923084305802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,21.9853099836
Daniel Garza,0.0,0.0,24.6592624931,445.063019429,79.562071336,0.117377332526,0.259360966326,5.76063143095,3.77216561071,2.26345039773,0.850787962336,0.860681699645,0.391790524741,0.726081059513,1,10.0216997751
Juan Balcells,0.546947234898,190.0,25.840461231,88.0185037954,445.369067132,5.05014900785,1.95761821523,76.6843588245,55.0312968921,37.4798964717,11.3356289737,11.9339531964,4.49138515938,6.8833260993,1,187.175062197
Marius Tangen,0.0,0.0,18.7570157426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0
Marcelo Charpentier,0.0,180.0,27.5839614114,166.423472749,163.091226198,1.70230457948,4.796952461,102.421517967,73.1177825792,44.1048061024,13.794134205,14.3342107781,6.56342953205,11.3058106846,2,18.3078585661
Emilio Benfele Alvarez,0.0,183.0,27.866255028,122.643388587,262.165161215,3.96596777624,2.64564515193,79.2709683241,45.9462905295,30.9169358425,16.6793550092,11.1891936326,5.57290316759,8.24290310313,1,50.9164502694
Joao Souza,0.13746326521,193.0,24.2101637853,118.792285343,482.167090185,4.80567871191,2.16061015474,65.9645453601,41.6473721255,28.5087818318,11.9016721383,10.3735111132,3.05346161015,5.79161427944,1,16.0572109476
Ricardo Chile Fonte,0.0,0.0,21.1056884055,536.314151373,2.13594148793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20.324320597
Jasper Smit,0.0,0.0,25.8535249829,711.0,24.0,9.0,9.0,82.0,40.0,32.0,20.0,14.0,3.0,7.0,1,0.818730753078
Gyorgy Balazs,0.0,0.0,19.9520629805,738.68650536,15.5499766882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.33328192756
Lloyd George Muirhead Harris,0.0,0.0,19.4080196635,308.576637175,156.487671644,6.09753432889,2.20953921293,81.9480195362,44.0144705552,30.6773848032,19.0321544097,12.6773848032,4.61200488404,7.80493134223,1,0.624648540028
Nathan Healey,0.0,180.0,25.8686732737,246.600931676,164.19287952,8.70308437782,5.86183156665,83.0167983783,46.4519803099,34.0146850052,18.1902943284,12.6241925713,4.38656818883,6.93901048853,1,16.377110311
Rui Machado,0.0,178.0,24.548900199,244.65403876,328.971679352,0.765480775893,1.55597919849,38.604438925,25.426508696,16.0330234039,6.17692687697,5.80301563001,2.0921296429,3.94626569901,1,35.6641520104
Richey Reneberg,0.0,180.0,34.3600273785,204.0,165.0,2.5,0.5,61.5,30.0,20.5,16.0,8.5,3.0,5.5,1,5.43656365692
Walter Trusendi,0.0,0.0,27.5126625599,386.0,101.0,4.0,5.0,75.0,52.0,31.0,7.0,10.0,5.0,10.0,2,0.246596963942
Martin Vassallo Arguello,0.19000381639,183.0,26.9146291585,98.3765629189,560.931361508,2.9213748322,2.92215994142,76.1831867075,50.8129319604,32.448194453,12.0590831716,11.5151184773,4.75680963772,8.32379525443,1,83.0050919981
Kenny De Schepper,0.104391896491,203.0,26.6107924143,106.54103578,546.296467906,9.0531598512,4.6882309638,80.7979834512,52.6727362737,38.1766837982,13.5937795926,12.4634439239,4.58174464138,6.85818649162,2,13.5381736847
Jose Zunino,0.0,0.0,19.5496235455,1068.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.63746150616
Patrick Rafter,6.74467273705,185.0,27.991757678,13.9660176672,1762.39567041,6.80473613459,2.91001716663,71.9024244808,46.515001746,35.6526291205,13.7238138649,11.7579101526,2.86821536622,4.32617352662,1,290.954638189
Kevin Jonckheer,0.0,0.0,30.1045363242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.71736562613
Marco Chiudinelli,0.0217068585303,185.0,26.6149767224,163.368975356,382.442744808,3.83980444725,2.68384948069,72.331299397,42.9003061326,30.0177059602,14.7257444652,10.9749751883,3.85865177826,6.38714960151,1,67.7904526181
Benjamin Cassaigne,0.0,185.0,26.3216974675,347.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.82211880039
Jacob Coenraad De Klerk,0.0,0.0,21.3661875428,1485.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.403793035989
Fredrik Aarum,0.0,0.0,19.5071780021,386.893768377,0.29046078707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.13606229842
Goran Ivanisevic,2.27735022992,193.0,29.6307424388,107.012003995,731.360988391,13.3308782744,5.18935819299,72.9610683612,39.977325584,31.8102231492,16.0500994874,11.7933490435,3.67385325161,5.82270278101,2,259.655775475
Juan Carlos Ferrero,4.84670399675,183.0,23.1937126211,16.8518613829,2082.97752404,4.07060290456,2.53606348796,75.7230337407,46.7108915905,32.636656436,15.7004005839,11.8373855941,4.04351085179,6.40893640877,1,909.491763109
Peit Hein Boekel,0.0,0.0,26.8031770704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.31394349803
Pablo Galdon,0.0,0.0,25.2128678987,305.0,153.0,1.0,0.0,40.0,24.0,13.0,8.0,7.0,1.0,5.0,2,0.301194211912
Kevin Kung,0.0,0.0,22.5051334702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.246596963942
Roman Recarte,0.0,0.0,22.0253384911,746.697393112,22.5457783959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.92515842947
Pedro Sousa,0.0,180.0,21.2402216803,482.297595564,69.8114490926,1.07461920196,1.07755681775,29.077033984,18.3124462784,10.2360703269,4.1773685036,4.39827350307,2.67221305572,4.82809716199,1,3.99305528617
Goran Tosic,0.0,0.0,26.5735797399,596.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.79731585647
Arturs Lazdins,0.0,0.0,17.8683743175,520.530886154,1.06303108132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.256016841511
Mark Hilton,0.0,170.0,21.9880777604,429.867214399,70.0334434317,3.12428525455,6.03443978948,65.9147984322,38.8771982372,25.607254736,12.8414554086,10.3259382504,4.67744689536,7.76060743657,2,8.98228994284
Milos Sekulic,0.0,0.0,23.9425051335,891.0,16.0,2.0,5.0,55.0,27.0,16.0,10.0,7.0,4.0,8.0,2,0.201896517995
Josko Topic,0.0,0.0,29.620807666,605.0,41.0,1.0,12.0,57.0,33.0,16.0,5.0,7.0,5.0,12.0,2,0.201896517995
Markus Kerner,0.0,0.0,18.3572895277,1343.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.201896517995
Mahammad Abid,0.0,0.0,19.8618237321,0.0,0.0,0.142289588779,0.284579177559,4.55326684094,2.27663342047,1.13831671024,0.0,0.853737532677,0.426868766338,1.28060629902,2,0.778715852037
Lawal Shehu,0.0,0.0,22.4969199179,1210.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.670320046036
Sandro Ehrat,0.0,180.0,21.2457221081,427.0,82.0,3.0,2.0,46.0,19.0,11.0,11.0,9.0,1.0,6.0,1,0.246596963942
Denis Golovanov,0.0,188.0,23.1879904111,306.461798304,150.382015866,3.29779136421,4.25231675414,69.4170994976,36.258086398,23.8997494845,13.3438374435,10.1665657087,4.74449554994,8.77288874204,2,9.34616882452
Andres Bucaro,0.0,0.0,22.7001256212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.367195406216
Henrik Sillanpaa,0.0,0.0,24.0451745379,569.5,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.270670566473
Dean Obrien,0.0,0.0,23.4360027379,563.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.403793035989
Brian Baker,0.0686057580275,190.0,21.7526086897,301.163910632,230.642930647,4.24950143701,4.99643297601,83.5428925323,52.2407262252,36.0780610532,14.5996316034,12.6885442041,4.27156649881,7.57383241206,1,28.7552498253
Sebastien Lareau,0.0,183.0,27.4497382244,126.671524833,315.474315885,4.73603761053,2.98461071525,66.4085809268,40.696595821,28.2363431556,12.4939868738,10.1779453523,3.40205855877,5.98797374762,1,80.5793868111
Mahmoud Nader Al Baloushi,0.0,0.0,27.7481177276,0.0,0.0,1.0,4.0,52.0,35.0,16.0,5.0,7.0,5.0,10.0,2,0.548811636094
Jan Hajek,0.0,180.0,26.0468698013,100.918257961,503.977794326,3.21487134662,2.00806814496,65.138922734,39.5192185523,25.4214847419,11.9582953131,9.92175268716,4.25863348713,7.60933638183,1,43.2439903164
Carl Soderlund,0.0,0.0,19.1047227926,479.0,79.0,1.5,2.5,69.5,41.5,26.5,12.0,11.5,3.5,8.5,1,0.221606316725
Jirat Navasirisomboon,0.0,0.0,20.2026009582,997.0,12.0,1.0,5.0,121.0,84.0,60.0,21.0,20.0,8.0,11.0,1,0.0907179532894
Dominic Thiem,3.39506513719,0.0,21.5553217592,117.167338053,1470.14800987,5.32250090831,2.66611520431,75.5064896736,44.0160972224,32.3312259146,16.5923297081,12.0345126716,3.49850402827,5.76140432397,1,29.4909603913
Kevin Kim,0.523153229385,180.0,26.3683043142,116.791820505,399.851850579,4.99882996782,3.06714602286,72.5966112639,42.4373760339,29.4542626452,14.4162700295,11.5299078322,3.67182318704,6.88711349572,1,133.955797461
Dekel Valtzer,0.0,0.0,21.7850787132,441.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.818730753078
Leonardo Azzaro,0.0,188.0,28.0164271047,312.333333333,108.666666667,2.66666666667,0.666666666667,74.6666666667,48.0,33.3333333333,13.3333333333,11.3333333333,6.0,9.0,2,2.45619225923
Peter Torebko,0.0,0.0,23.6057494867,313.0,142.0,12.0,4.0,100.0,56.0,38.0,22.0,17.0,4.0,9.0,1,0.301194211912
Mikelis Libietis,0.0,0.0,21.6598360425,855.832819121,29.3176296227,4.14373179389,2.29277512224,37.726106499,22.5057279461,15.0671068352,6.90621965649,5.19983609652,3.25889591165,4.85669976521,2,1.11604917138
Diego Hartfield,0.0,185.0,26.3539883657,101.738609008,426.40067568,3.7218167108,2.81407783746,75.6612945878,49.3459615041,32.4659371011,12.7142285802,11.4470495057,4.19391495345,7.28995480171,1,29.7859776202
Frank Dancevic,0.236074708906,185.0,22.2295381029,209.754225815,341.326565264,6.45422730029,1.78624109155,59.5831017869,35.5765176413,25.871324953,11.9510878397,9.37590693429,3.19671210215,5.2635613226,1,107.684243768
Siu Fai Kelvin Lam,0.0,0.0,16.1478439425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.367879441171
Will Farah Lebar,0.0,0.0,26.6803559206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.66420827448
Aivaras Balzekas,0.0,0.0,18.1601642711,1307.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10.8731273138
Yasutaka Uchiyama,0.0,0.0,22.2390430658,283.138298701,174.367025988,2.85157699917,0.681766074282,25.8519799746,16.4909702007,11.8431203828,5.76846413632,4.77439837794,0.371502248158,1.30025786855,1,0.728583925979
Luis Javier Cuellar Contreras,0.0,0.0,19.1403148528,1507.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.670320046036
Clint Bowles,0.0,0.0,19.2361396304,1401.0,2.0,0.0,1.0,60.0,42.0,22.0,6.0,9.0,4.0,10.0,2,0.548811636094
Luka Belic,0.0,0.0,18.6335449435,1055.7997538,13.3533667747,4.04642418998,3.25610626604,66.6363064668,40.6250826358,26.0532446806,10.6314633783,10.04642419,5.84994334704,10.2517029256,1,2.03786243521
Egor Gerasimov,0.0,0.0,22.1445640511,296.305740543,173.393825847,2.41854578324,1.26687447359,27.0693974121,16.9271741991,12.6356272907,4.49249200216,4.11574221946,0.997964583446,1.7219211511,1,2.39084566996
Dusan Lojda,0.0,0.0,22.4777549624,169.0,285.0,1.0,4.0,70.0,40.0,26.0,9.0,11.0,4.0,10.0,2,0.367879441171
Eyal Ran,0.0,183.0,27.4223134839,384.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.71828182846
Martin Vilarrubi,0.0,0.0,18.6760917326,1042.91154779,12.485689012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13.7414367439
Louk Sorensen,0.0,175.0,23.7155635389,386.11110384,109.511425562,2.26599474098,0.760212389792,26.9495372268,17.2863349486,12.5485260852,5.10359091993,4.5948110488,0.910788018716,1.9630342513,1,4.91984405433
Melle Van Gemerden,0.0,183.0,26.1483018257,228.145951174,206.343727889,3.9389711819,2.74377488029,56.550559811,31.7810468318,22.4181244995,13.496038428,9.227230162,2.90159025222,5.0799056318,1,12.7578620399
Rhyne Williams,0.0,0.0,22.2566097406,163.807779728,369.225111491,8.72337756755,3.11145105748,80.9521944951,48.0575146818,34.6191634926,15.9716445026,12.9258685574,4.05235787237,7.22021522592,1,4.85066682836
Ariel Behar,0.0,0.0,21.639668077,1028.41229293,10.3456040818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.65089691164
Rolandas Murashka,0.0,0.0,25.2621492129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.8731273138
Stefan Koubek,1.04089121279,175.0,25.814220442,63.9596054696,645.156219431,3.39941600945,3.06506851689,72.1908898694,43.3165495294,28.6315721394,14.6812404185,11.1555669948,4.23152318712,7.34254403942,2,581.431955627
Relja Fiser Dulic,0.0,0.0,25.5414099932,370.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.22554092849
Yong Il Yoon,0.0,175.0,27.4159799052,227.75856271,169.299852821,2.36177935246,1.908938264,49.6517985351,26.6773643515,18.1101597918,11.4788202148,7.40817511982,2.82359601383,4.72355870491,1,28.3633513855
Denis Shapovalov,0.0,0.0,17.4492737865,308.501617358,167.478556588,7.5,4.35476960646,82.2561641778,44.1918553584,33.0953921293,19.0,12.6773848032,3.88692401616,6.5,2,0.624648540028
Philip Wilbert Major,0.0,0.0,20.9144421629,0.0,0.0,3.5,3.0,115.5,73.5,43.5,15.5,15.5,7.5,15.5,2,0.181435906579
David Martin,0.0,185.0,26.5845311431,725.0,21.0,2.0,6.0,69.0,38.0,22.0,9.0,8.0,9.0,15.0,2,0.670320046036
George Bastl,0.0,183.0,26.5750351066,107.158228018,384.448092196,4.56324496715,2.53189892424,69.4474417221,45.7604999986,30.3172076013,11.3208111886,10.6323681939,4.12579490597,7.1414780889,1,230.226799069
Guillaume Rufin,0.0,188.0,21.5681536736,181.918229082,380.177785878,7.27368070919,5.00490310854,92.8638616383,50.0348465911,34.9150105331,21.2119746062,13.9183010946,5.62481059548,9.26790783857,1,11.3297901334
Marcelo Demoliner,0.0,0.0,23.4743540452,667.79927125,88.9608314063,5.94029221191,3.57611688477,60.3910649219,34.8746558252,24.8746558252,10.8477662305,10.2119415576,4.66864286621,7.60893507813,1,0.638550007645
Kamil Majchrzak,0.0,0.0,20.4090623835,289.535747796,173.240399703,2.35779219917,1.57186146611,67.437087167,39.818833494,26.6457883538,13.9589758732,10.1605177861,3.42414617925,6.23086412079,1,0.53837750654
Oskar Saarne,0.0,0.0,19.9397672827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0
Guillaume Raoux,0.0,180.0,30.1327857632,234.5,151.5,5.5,2.5,110.5,57.0,40.0,30.5,17.0,5.0,8.5,1,5.43656365692
Wishaya Trongcharoenchaikul,0.0,0.0,18.9658700243,944.660354804,13.2239993939,1.84050643174,3.63646093076,34.4961004196,19.1331085742,12.3941418338,7.2155808058,5.24141857589,2.86938123334,4.66533573236,1,1.11772323701
Tsung Hua Yang,0.0,0.0,19.9620735805,324.259786225,158.266553838,1.32803749412,0.452659812228,18.4052706493,10.5016794149,7.42680232635,4.12649465039,2.76101375688,1.25925906876,1.84624058459,1,6.5665635791
Alessio Di Mauro,0.0,185.0,28.5260966714,107.865132555,397.363285636,3.77812890451,2.10721354545,73.3158953579,42.2356718479,27.0224977093,14.3481437692,11.0889931733,4.57884225314,8.43580071901,2,42.8394317788
Ekkarin Pisuth Arnonth,0.0,0.0,24.0219028063,920.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.71828182846
Luis Diego Nunez,0.0,0.0,26.1273100616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.43656365692
Eric Nunez,0.0,0.0,22.8145106092,531.0,42.0,3.0,2.0,94.0,51.0,26.0,28.0,11.0,10.0,13.0,1,1.0
Matthias Bachinger,0.0,188.0,24.3633423073,136.474429848,435.841903713,6.61147933845,2.88317309696,78.190940223,45.3063748615,32.7522532958,15.5705395911,12.0201605063,4.29563080295,7.23661983214,1,19.543931884
Roberto Ortega Olmedo,0.0,0.0,25.0896646133,310.0,157.0,3.0,2.0,60.0,31.0,21.0,17.0,9.0,7.0,9.0,2,0.110803158362
Victor Romero,0.0,0.0,26.4558521561,495.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
Jens Knippschild,0.0,190.0,25.8325088541,118.015004739,343.193622456,6.42062974849,3.35352879625,82.2631367538,42.5712076482,30.972797282,18.9507424428,12.6875964584,4.8929699305,8.25323462615,1,102.117270612
Radoslaw Nijaki,0.0,0.0,20.9187080108,1010.41364541,5.80066401075,1.09966799462,3.29900398387,20.8936918979,10.9966799462,6.59800796775,4.3986719785,1.64950199194,3.84883798119,4.3986719785,2,3.31394349803
Ricardas Berankis,0.0543289220257,175.0,22.3070605503,143.067199659,493.224767498,4.37379645147,3.24541566714,66.584425711,35.9365087939,25.9025684259,15.7533334405,10.218818166,3.3838963024,5.63772638063,1,32.6318002952
Somdev Devvarman,0.163498978333,180.0,25.8228970924,212.326385015,430.255246112,2.94874279915,1.4312818931,61.6906057564,37.650789257,25.1600059143,11.7853501798,9.35370755374,3.54089183796,6.15047389223,1,44.2122706795
Salvatore Caruso,0.0,0.0,23.3976728268,251.0,206.0,0.0,3.0,42.0,27.0,15.0,2.0,7.0,3.0,8.0,1,0.110803158362
Hao Lu,0.0,0.0,20.5904029096,903.452871609,11.9544461349,0.354769606465,1.41907842586,25.7207964687,16.4967867006,10.2883185875,4.43462008081,3.90246567111,1.59646322909,2.83815685172,1,6.88561103264
Attila Balazs,0.0,180.0,22.510875355,316.019021718,170.587739325,0.793725475532,0.866759546238,21.7757080227,12.7915645008,8.44054833876,4.75062337737,3.22277263045,1.39521647206,2.18307720968,1,6.75292946313
Grega Zemlja,0.468539089614,183.0,23.6649073177,190.492487825,417.678373963,3.92050903226,1.55663738433,44.7656515704,26.5371989991,18.8263868829,9.01683735974,6.87329979918,2.61602729541,4.24078582638,1,31.0252647385
Dennis Novak,0.0,0.0,21.9304130073,290.102452191,196.919041295,4.62960660144,4.05414876812,82.5944815885,49.64707545,33.8479294725,14.069467134,12.1549758252,5.88082166399,9.60207968304,1,1.05111500115
Dineshkanthan Thangarajah,0.0,0.0,21.3741228615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.99566586977
Alti Vahkal,0.0,0.0,27.3209989088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8.16936368544
Alexandar Lazarov,0.0,0.0,18.3134839151,0.0,0.0,7.0,6.0,103.0,53.0,37.5,24.0,14.0,8.5,12.5,1,0.221606316725
Andrei Vasilevski,0.0,0.0,18.8917303615,963.983415638,12.9872866446,0.548262946015,0.548262946015,8.99151231465,4.38610356812,3.17992508689,1.97374660565,1.31583107044,0.438610356812,0.767568124421,2,2.24889321569
Phillip Harboe,0.0,0.0,22.5352498289,610.0,30.0,3.0,2.0,90.0,56.0,36.0,17.0,13.0,6.0,10.0,1,1.0
Ilya Ivashka,0.0,0.0,22.5106697801,216.505937509,270.626577276,5.78639195484,4.84533221595,113.392010056,70.4746845448,48.3208073747,19.5237342272,17.3690664432,5.85680402258,10.594936909,1,0.846254856753
Jonathan Eysseric,0.0,180.0,17.3459132771,701.487714476,34.1061031272,2.41907842586,6.64523039354,97.2325785664,48.9710588897,32.4855294448,18.9689166901,15.0332255095,6.0,13.0975343289,2,1.88945172817
Egor Matvievici,0.0,0.0,18.4065708419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.135335283237
Vaja Uzakov,0.0,0.0,20.6104354995,994.331311348,14.8158210604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.78686326345
Rares Cuzdriorean,0.0,0.0,24.7208778335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.44074613024
James Lemke,0.0,0.0,21.9630390144,456.0,73.0,0.0,5.0,60.0,38.0,19.0,7.0,10.0,0.0,6.0,1,0.367879441171
Martin Rmus,0.0,0.0,19.3429158111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.818730753078
Quang Huy Ngo,0.0,0.0,29.9219712526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.165298888222
Valentin Dimov,0.0,0.0,20.7662160848,758.810624172,27.6461819382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.817208405289
Todor Enev,0.0,0.0,22.2697182175,495.06338179,68.5611474929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.2229793059
Juan Pablo Brzezicki,0.0,178.0,25.2264778431,134.460481359,344.914909625,1.73680863818,2.59511324397,82.3097291762,52.8239712613,31.9928141424,14.2396093858,12.0961627404,5.92576360564,10.2679690543,1,14.8298137423
Genaro Deleon,0.0,0.0,30.1501254849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6.67662278548
Adam Pavlasek,0.0,0.0,21.828263221,113.131148992,529.476289575,6.84049590446,3.29330971884,92.3345140582,55.8808147002,39.5206021697,17.6132034536,14.0403187957,5.05316803185,8.26672570291,1,0.755536903463
Rabie Chaki,0.0,0.0,25.1237227787,447.052182252,72.1926464944,0.297727949638,0.396609348255,11.7059364193,7.47688170967,4.30183941606,2.24709172218,1.68640254542,0.728020266622,1.38867459579,2,6.77903079252
Jhonnatan Medina Alvarez,0.0,0.0,22.7581572653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,19.5507169701
Juan Ignacio Londero,0.0,0.0,20.3637520191,396.988413003,144.335524575,1.0,1.0,62.4983399731,37.6976759624,24.2475099597,17.6495019919,10.5498339973,3.0,5.35049800806,1,0.367195406216
Ivan Ljubicic,2.70754849111,193.0,24.7417392702,40.72840804,1102.06467799,11.1697444617,2.53171365342,75.5087416811,43.4368582362,33.689506425,16.618517625,11.9003565081,3.26701524111,5.02833402664,1,768.850172665
Dimitar Kuzmanov,0.0,0.0,20.3920320744,573.686243491,88.9296940283,0.67213761231,0.916551289514,22.0583343676,14.0537864392,9.47102999165,3.84951541596,3.60510173876,0.855447870213,1.83310257903,2,1.81337083309
Sam Querrey,3.55270556974,198.0,22.3064116632,64.5086423075,1002.6017302,11.4305091014,3.19161315803,78.2121228475,46.0812750676,35.871234554,16.0648051226,12.5869726488,3.37450273433,5.40281458887,1,175.779385825
Martin Verkerk,3.18659037941,196.0,24.7789864484,92.5715736774,803.231766363,11.6962647786,4.69683965152,77.2575801139,45.4948057004,34.6985750072,15.8816950399,12.094295053,3.7422466748,5.83747239658,1,177.458342492
Leonardo Tavares,0.0,0.0,20.7662774764,682.794172564,41.8367359458,0.321780828046,0.486113925,11.1074396857,6.17403553015,3.9207169221,2.330763256,1.62352768368,0.994589571049,1.50221240537,1,17.1035841811
Viktor Filipenko,0.0,0.0,21.401779603,794.333333333,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.605689553984
Kristof Vliegen,0.836673905324,193.0,23.5563723802,87.7067894082,502.830833059,4.97616378256,2.03151788953,67.480518457,41.5575639071,28.7285751324,13.0540147027,10.645896404,3.47212207991,6.16311389522,1,175.142881269
Stephane Bohli,0.0,185.0,24.874557745,213.363907825,286.468581067,4.28422544326,1.87124616724,53.8115858195,29.524933079,21.0451230476,12.6155614909,8.55833746301,2.59013114436,4.58833693319,1,13.6043837207
